Player,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,TRB,AST,STL,BLK,TOV,PF,Team,Season,Class,Pos,Height
Sam Schwietz,21,0.0,210,5.1,8.0,5.1,8.0,0.0,0.0,0.5,1.6,14.9,1.3,1.3,4.3,1.6,11.5,maryland-baltimore-county,2017,2.0,F,81.0
Ishmail Jabbie,7,0.0,10,0.0,16.8,0.0,11.2,0.0,5.6,0.0,11.2,28.0,0.0,0.0,0.0,0.0,11.2,maryland-baltimore-county,2017,2.0,G,75.0
Bakari Copeland,34,34.0,1028,10.8,23.2,8.6,17.9,2.2,5.3,9.1,11.9,11.6,3.1,1.1,0.4,4.3,4.7,maryland-eastern-shore,2017,4.0,F,78.0
Tyler Jones,30,0.0,377,10.3,21.0,7.8,13.2,2.6,7.8,4.9,6.8,9.6,0.5,2.0,1.5,3.5,6.2,maryland-eastern-shore,2017,1.0,F,79.0
Ryan Andino,34,24.0,1055,7.5,20.6,0.9,3.3,6.6,17.3,2.4,2.8,3.7,1.8,1.6,0.1,2.0,2.2,maryland-eastern-shore,2017,3.0,G,74.0
Randell Pickett,11,0.0,62,6.5,21.3,2.8,6.5,3.7,14.8,2.8,4.6,8.3,0.0,1.8,0.0,0.0,1.8,maryland-eastern-shore,2017,3.0,G,74.0
Dontae Caldwell,32,28.0,813,7.5,17.4,5.3,10.0,2.3,7.4,1.9,3.5,12.0,3.1,1.6,0.8,3.4,6.3,maryland-eastern-shore,2017,2.0,G,77.0
Isaac Taylor,34,33.0,524,7.1,15.4,7.1,15.4,0.0,0.0,4.9,6.6,9.4,1.9,0.8,1.0,4.9,10.4,maryland-eastern-shore,2017,2.0,F,80.0
Logan McIntosh,34,27.0,1020,5.8,13.9,4.9,11.2,0.8,2.6,3.9,6.2,6.4,8.3,1.7,0.2,4.3,4.4,maryland-eastern-shore,2017,3.0,G,75.0
Thomas Rivera,33,7.0,580,4.9,15.3,2.4,7.2,2.6,8.1,2.4,3.4,5.8,9.0,2.4,0.1,5.0,6.9,maryland-eastern-shore,2017,4.0,G,71.0
Michael Chambers,24,0.0,245,4.9,13.1,3.5,5.8,1.4,7.3,3.3,4.9,8.2,3.3,1.2,0.2,4.2,7.3,maryland-eastern-shore,2017,3.0,G,75.0
Derrico Peck,34,5.0,741,6.0,9.3,6.0,9.2,0.0,0.1,1.8,4.0,10.8,1.9,2.3,3.4,2.9,7.2,maryland-eastern-shore,2017,4.0,G,77.0
Deven Dorsett,19,0.0,142,4.0,16.9,3.6,12.5,0.4,4.4,0.8,3.6,13.3,1.6,1.2,0.8,3.6,5.2,maryland-eastern-shore,2017,2.0,F,78.0
Marc Seylan,30,12.0,314,2.4,8.8,2.4,7.3,0.0,1.5,1.5,3.3,10.0,2.7,1.1,0.0,1.3,4.9,maryland-eastern-shore,2017,4.0,G,76.0
Ahmad Frost,1,0.0,0,,,,,,,,,,,,,,,maryland-eastern-shore,2017,2.0,G,72.0
Colen Gaynor,1,0.0,0,,,,,,,,,,,,,,,maryland-eastern-shore,2017,1.0,G,77.0
Montraz Oliver,1,0.0,0,,,,,,,,,,,,,,,maryland-eastern-shore,2017,1.0,G,74.0
Michal Cekovsky,17,4.0,224,14.4,21.5,14.4,21.5,0.0,0.0,5.0,9.7,12.6,2.1,0.5,5.2,4.2,11.3,maryland,2017,3.0,F,85.0
Melo Trimble,33,33.0,1059,10.0,22.9,6.8,12.8,3.2,10.1,7.7,9.7,6.6,6.7,2.0,0.3,5.5,3.3,maryland,2017,3.0,G,75.0
Justin Jackson,33,30.0,919,7.5,17.1,4.5,10.3,2.9,6.7,4.3,6.1,12.7,2.0,1.9,1.7,3.4,4.6,maryland,2017,1.0,F,79.0
Anthony Cowan,33,33.0,957,6.0,14.0,4.4,9.1,1.6,5.0,7.4,9.6,7.9,7.5,2.5,0.3,4.7,4.1,maryland,2017,1.0,G,73.0
Ivan Bender,32,5.0,456,8.1,12.2,8.1,12.2,0.0,0.0,3.6,5.8,13.1,3.6,0.6,1.5,3.7,9.7,maryland,2017,2.0,F,81.0
Damonte Dodd,26,24.0,507,7.1,12.2,7.1,12.2,0.0,0.0,4.5,8.6,13.2,1.3,0.6,6.0,4.2,10.3,maryland,2017,4.0,F,83.0
Kevin Huerter,33,33.0,971,6.7,16.0,2.8,5.4,3.9,10.6,1.2,1.7,9.9,5.3,1.9,1.4,2.8,3.6,maryland,2017,1.0,G,79.0
Dion Wiley,20,0.0,205,5.4,16.9,1.1,5.4,4.3,11.5,2.9,4.0,8.3,3.2,1.1,1.1,3.4,6.0,maryland,2017,2.0,G,76.0
Jared Nickens,33,1.0,337,5.6,17.1,0.9,3.3,4.7,13.8,1.7,2.1,5.1,1.4,0.7,0.3,2.3,4.7,maryland,2017,3.0,G,79.0
Jaylen Brantley,33,0.0,555,5.8,15.2,2.4,6.5,3.4,8.8,2.2,3.6,6.8,3.4,1.8,0.0,2.2,4.7,maryland,2017,3.0,G,71.0
L.G. Gill,33,2.0,419,5.2,11.5,4.8,10.1,0.4,1.4,5.3,8.3,9.5,1.3,0.7,0.7,1.5,7.3,maryland,2017,4.0,F,79.0
Travis Valmon,5,0.0,8,0.0,7.3,0.0,7.3,0.0,0.0,14.7,14.7,14.7,0.0,7.3,0.0,14.7,22.0,maryland,2017,1.0,G,73.0
Andrew Terrell,5,0.0,8,0.0,7.3,0.0,0.0,0.0,7.3,0.0,0.0,0.0,14.7,0.0,0.0,0.0,7.3,maryland,2017,2.0,G,70.0
Jahad Thomas,31,30.0,1051,11.7,19.8,11.6,19.7,0.1,0.1,6.1,9.0,14.6,7.4,2.6,0.4,6.1,4.9,massachusetts-lowell,2017,3.0,G,74.0
Cameron Wolter,30,2.0,332,9.4,18.8,9.1,17.1,0.3,1.6,4.5,6.3,7.1,1.5,1.8,1.0,3.3,9.9,massachusetts-lowell,2017,1.0,F,80.0
Connor Bennett,3,1.0,14,7.8,11.7,7.8,11.7,0.0,0.0,7.8,11.7,11.7,0.0,0.0,0.0,7.8,7.8,massachusetts-lowell,2017,1.0,F,82.0
Tyler Livingston,31,31.0,999,8.4,16.8,4.1,7.5,4.3,9.4,1.2,1.5,7.8,2.9,1.0,0.7,2.1,6.0,massachusetts-lowell,2017,4.0,F,77.0
Matt Harris,31,20.0,817,6.4,15.9,2.2,4.7,4.2,11.2,4.6,5.1,5.7,3.5,1.5,0.3,3.4,5.2,massachusetts-lowell,2017,3.0,G,73.0
Ryan Jones,31,29.0,1051,7.7,16.1,4.7,9.1,2.9,7.0,3.3,4.4,6.1,4.8,1.1,0.3,4.8,3.7,massachusetts-lowell,2017,2.0,G,75.0
Dontavious Smith,13,0.0,62,6.2,8.8,6.2,8.8,0.0,0.0,7.9,10.6,13.2,3.5,0.0,6.2,6.2,10.6,massachusetts-lowell,2017,2.0,F,80.0
Isaac White,10,9.0,275,6.0,13.1,2.4,3.0,3.6,10.2,3.2,3.4,3.4,4.2,0.2,0.0,3.8,3.8,massachusetts-lowell,2017,2.0,G,72.0
Logan Primerano,31,0.0,686,5.8,13.0,4.5,9.6,1.3,3.4,3.8,4.6,7.9,4.6,1.6,0.6,4.4,4.4,massachusetts-lowell,2017,2.0,G,76.0
Rinardo Perry,30,22.0,492,5.5,15.6,4.0,9.8,1.4,5.8,2.1,4.1,6.2,3.7,2.0,0.8,3.3,5.1,massachusetts-lowell,2017,1.0,G,76.0
Stefan Borovac,25,10.0,247,4.0,11.5,3.3,8.4,0.7,3.1,4.0,6.9,11.7,3.5,0.9,0.7,5.8,8.9,massachusetts-lowell,2017,1.0,G,80.0
Jordan Shea,23,1.0,256,4.3,9.4,3.0,5.8,1.3,3.6,1.5,1.9,5.8,2.8,0.9,0.6,3.0,7.5,massachusetts-lowell,2017,2.0,G,76.0
Rashaan Holloway,33,27.0,628,11.5,18.5,11.5,18.4,0.0,0.1,7.0,12.0,16.6,2.3,1.7,3.7,6.1,8.3,massachusetts,2017,2.0,C,82.0
Donte Clark,33,26.0,946,7.6,18.7,5.3,11.0,2.3,7.7,6.6,8.7,7.2,5.6,1.7,0.8,4.8,5.3,massachusetts,2017,3.0,G,76.0
Dejon Jarreau,31,24.0,755,7.8,17.6,6.2,11.0,1.6,6.5,4.9,7.6,8.1,10.2,2.2,1.7,7.3,5.2,massachusetts,2017,1.0,G,77.0
Zach Lewis,33,8.0,759,6.7,19.5,3.6,8.7,3.1,10.8,4.4,5.2,3.8,3.1,2.4,0.3,2.2,4.9,massachusetts,2017,3.0,G,75.0
Luwane Pipkins,33,27.0,908,6.6,19.6,2.4,6.1,4.3,13.5,2.8,4.3,4.6,4.6,3.8,0.1,3.1,4.1,massachusetts,2017,1.0,G,70.0
Tyrn Flowers,33,6.0,441,6.7,18.3,2.6,4.8,4.1,13.4,1.0,1.2,10.6,3.0,1.1,1.9,2.7,6.3,massachusetts,2017,1.0,F,80.0
Malik Hines,31,6.0,357,7.2,12.0,7.2,12.0,0.0,0.0,2.5,4.6,14.3,2.0,1.5,2.6,3.8,9.5,massachusetts,2017,2.0,F,81.0
Brison Gresham,28,13.0,337,7.0,11.2,7.0,11.2,0.0,0.0,1.1,4.2,14.5,1.5,0.7,4.6,2.4,9.4,massachusetts,2017,1.0,F,81.0
Seth Berger,32,16.0,327,5.4,10.6,4.7,7.4,0.7,3.2,2.5,4.0,12.4,1.7,2.9,0.8,2.9,8.6,massachusetts,2017,3.0,F,79.0
Rayshawn Miller,3,0.0,12,4.6,22.8,0.0,4.6,4.6,18.3,0.0,0.0,9.1,4.6,0.0,0.0,4.6,0.0,massachusetts,2017,2.0,G,73.0
Chris Baldwin,32,1.0,301,5.8,12.6,5.8,12.0,0.0,0.5,1.3,2.2,16.2,1.6,0.7,2.7,3.6,7.6,massachusetts,2017,1.0,F,80.0
C.J. Anderson,33,8.0,727,4.6,9.2,3.2,5.4,1.4,3.8,1.7,2.6,6.8,5.7,2.3,0.1,2.8,3.8,massachusetts,2017,3.0,G,77.0
Zach Coleman,13,2.0,98,2.2,7.8,1.1,3.4,1.1,4.5,0.0,0.0,11.2,3.4,1.1,2.2,1.1,6.7,massachusetts,2017,3.0,F,79.0
Zach Turcotte,3,1.0,4,0.0,13.7,0.0,0.0,0.0,13.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.7,massachusetts,2017,4.0,F,79.0
Kalob Ledoux,28,14.0,689,9.9,21.7,5.9,11.3,4.0,10.4,4.0,5.3,6.6,2.5,1.0,0.1,5.2,4.4,mcneese-state,2017,1.0,G,75.0
Jamaya Burr,29,24.0,842,7.2,16.8,4.9,11.3,2.4,5.5,5.4,8.1,5.2,6.7,2.1,0.1,4.6,2.7,mcneese-state,2017,4.0,G,72.0
Jacob Ledoux,24,0.0,240,8.7,19.6,8.5,14.5,0.2,5.1,4.1,6.4,9.2,2.3,1.8,0.0,6.2,7.4,mcneese-state,2017,1.0,G,75.0
Stephen Ugochukwu,26,25.0,727,7.9,17.4,7.6,16.5,0.3,0.9,5.4,7.9,15.9,1.8,2.1,2.1,3.3,7.1,mcneese-state,2017,3.0,F,79.0
James Harvey,29,20.0,712,6.4,18.9,1.9,4.8,4.4,14.1,2.3,2.9,3.6,1.5,1.5,0.2,2.8,2.9,mcneese-state,2017,2.0,G,74.0
Richard Laku,26,0.0,222,6.0,17.7,2.2,6.0,3.7,11.7,2.7,3.7,9.7,0.5,1.5,1.2,2.5,9.2,mcneese-state,2017,1.0,F,80.0
Jarren Greenwood,28,20.0,790,5.7,16.1,4.5,11.4,1.2,4.7,5.7,7.8,4.0,5.1,1.8,0.1,3.1,4.0,mcneese-state,2017,2.0,G,74.0
Howard Thomas,20,2.0,188,7.1,15.0,7.1,15.0,0.0,0.0,3.5,8.2,12.0,0.9,2.1,1.8,3.5,5.9,mcneese-state,2017,3.0,F,79.0
Adrian Brown,26,3.0,273,5.7,11.5,5.5,11.1,0.2,0.4,3.8,5.9,8.9,0.6,1.6,1.6,4.2,8.7,mcneese-state,2017,2.0,F,79.0
Lance Potier,26,23.0,655,6.0,12.4,4.8,8.5,1.2,3.9,1.6,2.6,13.8,2.2,0.8,1.0,3.0,6.8,mcneese-state,2017,4.0,G,77.0
LaBarrius Hill,29,14.0,487,4.0,7.7,4.0,7.7,0.0,0.0,2.9,4.5,10.0,1.1,0.6,2.9,3.4,9.0,mcneese-state,2017,3.0,F,80.0
Dedric Lawson,32,32.0,1104,11.2,24.3,9.6,18.5,1.6,5.7,7.9,10.6,16.4,5.4,2.1,3.5,3.9,4.2,memphis,2017,2.0,G,80.0
Kaleb Castro,7,0.0,14,8.2,16.3,0.0,4.1,8.2,12.2,0.0,0.0,4.1,0.0,0.0,0.0,4.1,8.2,memphis,2017,2.0,G,70.0
Jonathan Bins,8,0.0,19,9.0,24.1,3.0,15.0,6.0,9.0,0.0,0.0,3.0,15.0,0.0,0.0,3.0,6.0,memphis,2017,1.0,G,71.0
Markel Crawford,32,29.0,1036,8.2,17.2,5.9,10.3,2.3,7.0,3.8,5.0,7.8,3.4,2.5,0.2,2.4,4.0,memphis,2017,3.0,G,76.0
Keon Clergeot,26,2.0,257,6.0,16.5,3.1,7.1,2.9,9.3,6.9,8.9,6.7,2.2,1.1,0.0,4.0,6.0,memphis,2017,1.0,G,73.0
K.J. Lawson,32,31.0,1078,7.7,19.2,6.5,15.7,1.2,3.6,4.3,6.3,13.7,4.7,0.8,0.7,3.5,3.8,memphis,2017,1.0,G,79.0
Chad Rykhoek,15,13.0,212,8.4,15.4,8.4,14.8,0.0,0.5,3.2,9.2,9.2,3.0,1.3,2.2,4.3,10.2,memphis,2017,4.0,F,83.0
Jeremiah Martin,32,32.0,1114,5.8,13.0,4.6,8.6,1.2,4.4,3.9,5.8,5.0,7.3,3.0,1.2,3.2,4.1,memphis,2017,2.0,G,74.0
Craig Randall,32,0.0,579,5.7,16.4,2.2,4.0,3.6,12.3,1.5,2.9,4.4,3.3,2.0,0.5,2.8,3.2,memphis,2017,2.0,G,76.0
Jimario Rivers,31,19.0,686,6.8,12.0,6.8,11.7,0.0,0.3,2.8,5.1,8.9,2.4,1.7,2.2,2.0,7.4,memphis,2017,3.0,G,80.0
Christian Kessee,29,0.0,218,4.7,14.9,2.1,3.9,2.6,11.0,2.6,3.1,5.0,5.8,0.8,0.0,2.6,6.8,memphis,2017,4.0,G,74.0
Alex Moffatt,9,1.0,25,4.6,16.0,4.6,11.4,0.0,4.6,0.0,0.0,11.4,0.0,2.3,2.3,6.9,2.3,memphis,2017,3.0,F,77.0
Jake McDowell,15,1.0,108,2.6,6.4,2.6,5.8,0.0,0.5,0.5,1.6,10.1,1.1,2.6,0.5,0.5,6.4,memphis,2017,4.0,G,77.0
Ria'n Holland,31,30.0,975,11.4,26.2,6.5,13.0,5.0,13.2,6.6,7.8,6.6,3.8,2.1,0.5,2.8,4.7,mercer,2017,3.0,G,72.0
Jordan Strawberry,31,29.0,909,8.5,18.7,4.9,10.6,3.5,8.1,5.8,6.5,7.1,9.1,1.4,0.1,4.0,3.4,mercer,2017,3.0,G,73.0
Demetre Rivers,32,32.0,959,8.6,18.1,6.0,10.6,2.6,7.6,3.6,4.4,6.2,2.7,0.8,0.5,4.5,4.2,mercer,2017,3.0,G,80.0
Ryan Johnson,32,0.0,334,7.9,18.7,4.9,10.4,3.0,8.3,4.1,5.7,15.3,2.8,1.3,0.2,3.4,7.9,mercer,2017,2.0,G,78.0
Andrew Fishler,30,2.0,266,8.5,15.4,8.5,15.4,0.0,0.0,3.6,7.1,13.3,1.2,0.2,5.4,2.1,8.5,mercer,2017,4.0,C,85.0
Desmond Ringer,32,31.0,785,7.4,12.8,7.4,12.8,0.0,0.0,4.7,6.0,15.0,1.0,0.6,0.8,3.8,6.3,mercer,2017,3.0,F,81.0
Stephon Jelks,32,31.0,850,5.6,14.0,3.9,8.3,1.6,5.7,4.5,5.6,15.8,4.1,1.0,1.1,2.7,5.1,mercer,2017,3.0,F,78.0
Cory Kilby,27,0.0,349,5.6,13.0,3.6,7.4,2.0,5.6,3.6,4.9,12.3,2.5,1.1,0.7,4.2,4.5,mercer,2017,2.0,F,79.0
Darius Roy,18,0.0,112,5.6,18.6,4.5,13.5,1.1,5.1,2.2,4.5,11.8,3.9,3.4,0.0,3.4,3.9,mercer,2017,1.0,G,74.0
Jaylen Stowe,26,0.0,184,4.8,11.0,3.8,6.5,1.0,4.4,3.8,5.1,11.6,3.1,0.7,0.3,2.7,7.2,mercer,2017,2.0,G,74.0
Rashad Lewis,32,2.0,400,4.6,16.2,1.7,5.4,2.8,10.9,2.4,3.3,6.5,11.0,3.6,0.0,3.6,7.2,mercer,2017,3.0,G,68.0
Ross Cummings,14,0.0,103,5.5,17.1,3.1,5.5,2.4,11.6,0.0,0.0,4.9,4.3,0.6,0.0,3.1,3.1,mercer,2017,1.0,G,75.0
J.J. N'Ganga,30,3.0,246,4.9,10.5,4.9,10.5,0.0,0.0,0.8,2.6,13.3,1.0,0.5,1.0,4.4,8.2,mercer,2017,4.0,C,82.0
Stephen Gavin,2,0.0,3,0.0,21.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mercer,2017,2.0,G,75.0
Ja'Quan Newton,30,28.0,942,9.8,21.8,9.1,19.1,0.7,2.6,6.1,8.7,6.9,6.6,2.2,0.1,6.4,3.2,miami-fl,2017,3.0,G,73.0
Davon Reed,33,33.0,1165,8.5,19.7,4.3,9.2,4.2,10.6,4.8,5.7,8.4,4.2,2.3,0.8,3.6,2.8,miami-fl,2017,4.0,G,78.0
Bruce Brown,33,29.0,1053,7.9,17.1,5.9,11.6,1.9,5.6,5.3,7.1,10.9,6.2,2.9,1.1,3.9,4.9,miami-fl,2017,1.0,G,77.0
Dejan Vasiljevic,33,0.0,575,7.0,19.6,1.5,3.9,5.5,15.7,1.7,2.1,4.7,1.6,1.2,0.1,1.4,3.3,miami-fl,2017,1.0,G,75.0
Dewan Huell,32,15.0,557,8.5,16.1,8.5,15.9,0.0,0.2,3.7,5.7,11.0,0.7,1.4,2.8,3.3,6.8,miami-fl,2017,1.0,F,83.0
Ebuka Izundu,32,9.0,417,7.9,14.5,7.9,14.5,0.0,0.0,4.3,6.2,14.4,0.9,1.0,3.7,4.0,11.1,miami-fl,2017,2.0,C,82.0
Anthony Lawrence Jr.,33,18.0,856,5.2,12.5,2.7,5.3,2.5,7.1,3.2,4.5,8.9,4.1,3.0,1.1,3.4,5.6,miami-fl,2017,2.0,F,79.0
Rodney Miller,14,0.0,57,5.4,11.9,5.4,11.9,0.0,0.0,4.3,9.8,9.8,0.0,0.0,1.1,1.1,6.5,miami-fl,2017,1.0,C,84.0
Kamari Murphy,33,33.0,971,6.1,12.0,6.1,12.0,0.0,0.1,2.7,4.4,15.3,1.2,0.8,1.5,3.2,5.0,miami-fl,2017,4.0,F,80.0
Mike Robinson,9,0.0,20,0.0,15.4,0.0,3.1,0.0,12.4,3.1,6.2,3.1,0.0,3.1,0.0,3.1,6.2,miami-fl,2017,2.0,G,70.0
Chris Stowell,6,0.0,12,0.0,5.1,0.0,0.0,0.0,5.1,0.0,0.0,10.3,0.0,0.0,0.0,0.0,0.0,miami-fl,2017,3.0,F,78.0
Michael Weathers,32,28.0,906,10.9,25.3,9.7,20.0,1.2,5.3,9.9,12.7,8.3,9.6,3.7,2.8,9.0,6.7,miami-oh,2017,1.0,G,74.0
Logan McLane,30,25.0,829,9.3,17.5,8.8,15.0,0.5,2.5,4.7,6.9,13.1,3.0,2.2,1.4,3.5,4.3,miami-oh,2017,3.0,F,81.0
Marcus Weathers,32,11.0,798,6.9,13.4,5.9,10.6,1.0,2.8,7.0,10.3,13.4,1.6,2.0,1.4,3.4,6.3,miami-oh,2017,1.0,F,77.0
Jake Wright,32,15.0,851,6.4,16.8,1.7,3.5,4.7,13.3,1.7,1.8,3.3,0.9,0.9,0.0,1.2,2.2,miami-oh,2017,2.0,G,76.0
Rod Mills,32,24.0,705,7.1,16.5,5.0,9.7,2.1,6.7,1.6,2.5,7.8,1.9,1.8,0.5,3.2,6.0,miami-oh,2017,3.0,F,79.0
Zach McCormick,5,0.0,56,6.0,15.0,4.0,10.0,2.0,5.0,1.0,1.0,5.0,4.0,1.0,0.0,6.0,8.0,miami-oh,2017,3.0,G,74.0
Abdoulaye Harouna,30,27.0,758,4.3,12.8,2.2,6.0,2.1,6.8,4.0,5.6,5.4,2.3,2.8,0.4,3.2,6.9,miami-oh,2017,3.0,G,77.0
Bruno Solomun,13,0.0,129,5.6,15.2,4.3,7.4,1.3,7.8,1.7,3.5,9.5,0.9,0.4,0.9,1.7,6.9,miami-oh,2017,1.0,F,81.0
Darius Harper,30,14.0,360,6.1,13.8,6.1,13.8,0.0,0.0,1.4,4.5,9.9,0.3,1.1,1.2,4.8,8.4,miami-oh,2017,1.0,C,80.0
Milos Jovic,29,6.0,418,4.5,10.4,3.1,6.5,1.5,3.9,0.5,2.0,4.3,4.4,2.1,0.7,5.2,4.0,miami-oh,2017,1.0,G,76.0
Ben Eke Kazee,14,1.0,48,1.2,5.8,1.2,5.8,0.0,0.0,8.1,14.0,5.8,1.2,1.2,2.3,3.5,8.1,miami-oh,2017,1.0,F,80.0
Dion Wade,24,8.0,430,3.6,9.1,2.1,4.4,1.6,4.7,1.7,2.7,12.5,1.9,2.1,1.3,2.5,7.3,miami-oh,2017,3.0,G,78.0
Jake Bischoff,22,1.0,162,2.4,8.6,1.4,2.8,1.0,5.9,3.1,4.5,3.8,5.5,0.3,0.0,2.8,2.1,miami-oh,2017,4.0,G,75.0
Nick Ward,35,21.0,694,15.3,25.9,15.3,25.9,0.0,0.0,10.4,16.9,19.2,1.2,1.0,4.6,4.9,8.3,michigan-state,2017,1.0,F,80.0
Miles Bridges,28,27.0,895,11.6,23.9,7.9,14.4,3.7,9.4,4.1,6.0,15.2,3.8,1.2,2.8,4.3,3.4,michigan-state,2017,1.0,G,79.0
Conner George,10,0.0,12,4.9,9.8,4.9,4.9,0.0,4.9,19.6,29.3,14.7,4.9,0.0,0.0,14.7,0.0,michigan-state,2017,1.0,G,75.0
Eron Harris,27,24.0,618,9.6,22.2,5.5,11.7,4.1,10.5,4.3,5.5,7.7,4.4,1.0,0.5,4.5,3.8,michigan-state,2017,4.0,G,75.0
Greg Roy,8,0.0,8,7.3,22.0,7.3,14.7,0.0,7.3,7.3,14.7,7.3,0.0,0.0,0.0,0.0,14.7,michigan-state,2017,3.0,G,75.0
Alvin Ellis,35,8.0,678,6.2,15.6,2.7,5.8,3.5,9.8,3.5,4.9,9.3,3.7,1.9,1.1,4.2,5.8,michigan-state,2017,4.0,G,76.0
Joshua Langford,35,27.0,735,7.5,15.1,4.6,8.0,3.0,7.1,1.4,2.1,6.5,3.0,1.1,0.2,3.0,5.6,michigan-state,2017,1.0,G,77.0
Cassius Winston,35,5.0,724,6.2,14.7,4.1,9.0,2.2,5.8,4.5,5.8,5.2,14.7,2.1,0.4,6.2,5.8,michigan-state,2017,1.0,G,72.0
Kyle Ahrens,34,4.0,278,6.3,14.8,3.2,5.3,3.2,9.5,2.5,3.4,8.2,1.7,0.2,0.0,1.9,9.7,michigan-state,2017,2.0,G,77.0
Matt McQuaid,34,11.0,714,5.0,14.2,1.6,4.4,3.5,9.9,2.1,2.9,5.3,3.4,1.2,0.2,2.2,5.5,michigan-state,2017,2.0,G,77.0
Kenny Goins,35,14.0,639,4.4,7.6,4.4,7.6,0.0,0.0,2.0,3.0,14.6,1.9,0.7,1.9,3.4,8.4,michigan-state,2017,2.0,F,78.0
Matt Van Dyk,30,4.0,231,3.6,6.6,3.6,6.6,0.0,0.0,2.8,5.8,13.2,3.0,2.3,3.0,3.0,8.6,michigan-state,2017,4.0,F,77.0
Lourawls Nairn,35,30.0,799,3.5,8.4,2.6,5.7,0.9,2.7,1.0,1.9,6.4,9.3,1.1,0.3,2.9,4.3,michigan-state,2017,3.0,G,70.0
Moritz Wagner,38,38.0,908,11.6,20.7,8.5,12.8,3.1,7.9,5.3,7.3,10.9,1.4,2.7,1.0,3.7,7.0,michigan,2017,2.0,F,82.0
Derrick Walton,38,37.0,1323,8.1,18.6,3.5,7.6,4.6,11.0,7.1,8.0,8.6,8.9,2.0,0.0,3.1,3.1,michigan,2017,4.0,G,72.0
Duncan Robinson,38,3.0,764,8.3,17.6,3.0,5.2,5.2,12.4,2.0,2.6,5.4,2.7,1.2,0.7,1.6,5.7,michigan,2017,4.0,G,80.0
Zak Irvin,38,38.0,1345,9.1,20.0,6.6,12.7,2.5,7.3,2.4,3.5,8.0,5.3,1.6,0.1,3.3,2.1,michigan,2017,4.0,G,78.0
D.J. Wilson,38,36.0,1155,8.9,16.5,6.7,10.6,2.2,6.0,2.7,3.3,11.0,2.7,1.1,3.1,2.3,3.9,michigan,2017,3.0,F,81.0
Mark Donnal,38,0.0,464,6.7,10.9,5.5,8.5,1.2,2.4,5.3,6.7,10.3,0.5,1.2,1.6,2.0,7.7,michigan,2017,4.0,F,81.0
Sean Lonergan,17,0.0,36,7.0,15.7,7.0,12.2,0.0,3.5,5.2,10.4,12.2,5.2,0.0,1.7,3.5,19.1,michigan,2017,4.0,F,77.0
Muhammad-Ali Abdur-Rahkman,38,37.0,1164,6.5,13.9,4.2,8.0,2.3,6.0,3.3,4.4,5.6,4.0,1.9,0.2,2.2,4.5,michigan,2017,3.0,G,76.0
Ibi Watson,19,1.0,83,7.5,21.9,6.8,8.3,0.8,13.6,2.3,3.0,6.0,0.8,1.5,0.0,2.3,3.8,michigan,2017,1.0,G,77.0
Fred Wright-Jones,13,0.0,19,3.3,13.2,0.0,6.6,3.3,6.6,6.6,6.6,3.3,0.0,0.0,0.0,3.3,6.6,michigan,2017,2.0,G,71.0
Zavier Simpson,38,0.0,332,3.0,8.1,2.1,4.5,0.9,3.6,4.1,5.8,4.5,7.0,3.8,0.4,3.6,8.9,michigan,2017,1.0,G,72.0
Brent Hibbitts,11,0.0,22,2.8,5.7,0.0,0.0,2.8,5.7,0.0,0.0,11.4,5.7,0.0,0.0,5.7,5.7,michigan,2017,2.0,F,80.0
Jon Teske,20,0.0,60,1.0,7.3,1.0,6.3,0.0,1.0,3.1,6.3,12.5,2.1,3.1,7.3,1.0,10.4,michigan,2017,1.0,C,85.0
Jacorey Williams,36,36.0,1069,14.5,27.2,14.4,26.4,0.1,0.8,5.8,8.3,14.8,3.1,1.8,1.0,3.4,4.0,middle-tennessee,2017,4.0,F,80.0
Giddy Potts,36,33.0,1098,10.7,22.3,6.6,11.4,4.2,10.8,4.6,5.7,10.5,3.9,2.6,0.4,2.6,4.8,middle-tennessee,2017,3.0,G,74.0
Reggie Upshaw,36,36.0,1152,10.4,19.8,8.7,14.4,1.7,5.4,4.8,6.6,12.8,4.4,2.1,1.6,2.9,4.2,middle-tennessee,2017,4.0,F,79.0
Brandon Walters,34,2.0,374,11.3,18.6,11.3,18.5,0.0,0.2,4.0,5.3,18.2,1.0,1.8,3.1,5.5,13.5,middle-tennessee,2017,3.0,F,82.0
Antwain Johnson,36,2.0,474,6.7,17.2,4.7,11.2,2.0,6.1,6.5,9.4,5.2,4.8,2.0,0.3,3.8,8.2,middle-tennessee,2017,2.0,G,74.0
Karl Gamble,30,3.0,154,7.0,15.6,6.6,14.1,0.4,1.6,3.9,8.2,14.1,2.3,2.3,4.3,1.2,8.2,middle-tennessee,2017,2.0,F,81.0
Aldonis Foote,31,2.0,255,6.6,16.3,6.4,15.1,0.2,1.2,2.8,5.2,9.7,4.5,1.7,0.2,3.5,9.9,middle-tennessee,2017,4.0,G,78.0
Xavier Habersham,36,11.0,701,5.6,11.1,2.2,3.7,3.3,7.4,1.3,1.8,5.4,5.2,1.1,0.3,2.7,5.6,middle-tennessee,2017,4.0,G,78.0
